dt,ts,lat,lng,thoroughfare,place_name
2017-06-14,1497453280314,-8.062029,-34.920169,Avenida Engenheiro Abdias de Carvalho,OFICIN ATF
2017-06-10,1497121769843,-8.037478,-34.954064,Rua Tôrres Homem,Globo Mahindra
2017-06-26,1498505379518,-8.086936,-34.885574,Avenida Antônio de Goes,Trocão
2017-06-10,1497102967467,-8.043128,-34.934455,"Avenida Caxangá, 3143 lj 2 em Iputinga",Iputinga Distribuidora de Veículos
2017-06-20,1497986365499,-8.041105,-34.937779,Avenida Caxangá,Novo Horizonte Veículos - Cordeiro
2017-06-20,1497954193419,-8.149117,-34.918248,"Rua Gen. Derby, ~265",Rio Auto Peças e Serviços
2017-06-10,1497107264119,-8.114626,-34.913843,Rua Jaçanã,Via Norte
2017-06-30,1498819796376,-8.065059,-34.91054,Rua Brejo da Madre de Deus,Fiori
2017-06-16,1497616930901,-8.106179,-34.909825,"Rua Sargento Sílvio D Hollembach, 171 em Imbiribeira",Maravilha Motos
2017-06-12,1497274425192,-8.133172,-34.900723,Rua Doutor Vicente Gomes,Reparo Veículos
2017-06-28,1498592627126,-8.100912,-34.910515,"Avenida Marechal Mascarenhas de Morais, 1968 em Imbiribeira",Nino Enfeites Acessórios
2017-06-09,1497047152407,-8.133204,-34.900766,Rua Doutor Vicente Gomes,Reparo Veículos
2017-06-14,1497480611054,-8.110967,-34.941579,Rua Rio Branco do Sul,Skaly Bus
2017-06-20,1497979093478,-8.112193,-34.911753,Rua José da Silva Lucena,Centro Automotivo Ferreira Costa
2017-06-28,1498652251404,-8.059936,-34.907178,Estrada dos Remédios,Senna Automóveis
2017-06-27,1498586612880,-8.100615,-34.924786,Rua dos Prazeres,Joabes Pedro de Souz
2017-06-29,1498736680250,-8.091126,-34.908885,Rua Olívia Menelau,Fiat Italiana - Recife
2017-06-29,1498761553776,-8.094269,-34.909491,Rua Cônego Líra,Palácio das Baterias
2017-06-21,1498091292991,-8.01031,-34.932398,Rua Maria Amália,Oficar
2017-06-21,1498062448872,-8.06226,-34.918619,"Av Eng Abdias Carvalho, 1803",Univel Veículos
2017-06-13,1497365185992,-8.065255,-34.878333,Rua Estreita do Rosario 243,Moto Pecas Norte
2017-06-12,1497282510609,-8.031387,-34.891912,"Av. Beberibe, 690",Disnove
2017-06-17,1497700545265,-8.103169,-34.910978,Avenida Marechal Mascarenhas de Morais,Fiat Italiana
2017-06-14,1497472135386,-8.035068,-34.907757,"Avenida Parnamirim, 134 em Parnamirim",Bremen Veículos
2017-06-09,1497004174313,-8.037469,-34.954173,Rua Tôrres Homem,Globo Mahindra
2017-06-29,1498076084798,-8.03451,-34.908586,"Rua Sebastião Malta Arcoverde, 223 em Parnamirim",Bremen
2017-06-11,1497225248603,-8.14937,-34.912152,Rua Armindo Moura,Auto Drive Com e Acessórios
2017-06-09,1497046197691,-8.122803,-34.904989,Rua Ribeiro de Brito,COFAP-Companhia Fabricadora Peças
2017-06-27,1498549231155,-8.020168,-34.888725,Rua do Machado,Imperio dos Volantes
2017-06-20,1497992560447,-8.13875,-34.905937,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-30,1498858803009,-8.06269,-34.913835,Avenida Engenheiro Abdias de Carvalho,Granvia Ford
2017-06-16,1497585491375,-8.027695,-34.907639,Rua Professor Souto Maior,Marcio José
2017-06-28,1498627385005,-8.134878,-34.937134,Avenida Governador Roberto Silveira,Ciclomania
2017-06-09,1497031716602,-8.026113,-34.920053,Rua Rio Sul,Rodopecas
2017-06-08,1496957621540,-8.059693,-34.898353,Rua Viscondessa do Livramento,Recife Motor
2017-06-28,1498649733896,-8.044947,-34.880176,"Avenida Norte Miguel Arraes de Alencar, 866 em Santo Amaro",Adelmo Auto Serviços
2017-06-20,1497897209255,-8.021344,-34.918439,"Avenida Norte, 5944 em Casa Amarela",Rafafa Peças
2017-06-27,1498561871060,-8.043029,-34.884432,Rua Tamôios,Renault Regence
2017-06-21,1498048962995,-8.103171,-34.910956,Avenida Marechal Mascarenhas de Morais,Fiat Italiana
2017-06-13,1497387661550,-8.114531,-34.913612,Av. Mascarenhas de Moraes 3402,Via Norte
2017-06-27,1498602788384,-8.070811,-34.878452,Rua Santa Rita,Esquina Novidades - São José
2017-06-12,1497298579792,-8.053635,-34.909448,Rua José Osório,Matoso Veículos - Madalena
2017-06-23,1498238273263,-8.055388,-34.9124,Avenida Caxangá,Fabio Pecas e Servic
2017-06-09,1497014074952,-8.111934,-34.893247,Avenida Engenheiro Domingos Ferreira,América Veículos Concessionária Ford
2017-06-25,1498403816814,-8.042453,-34.935264,PE-005,Mega Veículos
2017-06-06,1496746179595,-8.037399,-34.954115,Rua Tôrres Homem,Globo Mahindra
2017-06-27,1498582876901,-8.061531,-34.930634,Rua Taím,Castro Freios E Suspenção
2017-06-26,1498432940931,-8.039684,-34.871751,"Av Cruz Cabugá, 314",Cabuga Veículos
2017-06-12,1497225823007,-8.026084,-34.919757,Rua Rio Sul,Rodopecas
2017-06-07,1496868153394,-8.041344,-34.884885,Rua Cândido Lacerda,Via Norte Auto Peças
2017-06-22,1498141380793,-8.105085,-34.919659,Rua Potengy,Martelinho de Prata
2017-06-28,1498674997840,-8.052081,-34.919821,Rua Padre Antônio Fernandes,Belo Autopeças
2017-06-22,1498139884146,-8.040264,-34.887104,"Avenida Norte Miguel Arraes de Alencar, 1795 Bloco B Loja 05 em Espinheiro",Carango Equipadora Espinheiro
2017-06-30,1498825818389,-8.057131,-34.913681,Rua Ulisses Pernambucano,Paulo Veículos
2017-06-27,1498597455290,-8.131776,-34.918518,Rua Desembarque Aeroporto,Pass Garagge
2017-06-23,1498180912805,-8.077967,-34.900018,Rua Imperial,Marcio José
2017-06-29,1498774492949,-8.129774,-34.900744,Avenida Conselheiro Aguiar,Posto Ipiranga
2017-06-09,1497023073247,-8.039575,-34.891339,Avenida Norte Miguel Arraes de Alencar,América Ford
2017-06-07,1496866644458,-8.129707,-34.900873,"Av. Conselheiro Aguiar, 4845",Posto Ipiranga
2017-06-20,1497992220812,-8.093221,-34.909319,"Avenida Marechal Mascarenhas Morais, 1148 an 1   s 02 em IMBIRIBEIRA",Meira Lins - Concessionária Volkswagen
2017-06-27,1498578439400,-8.038125,-34.892778,Avenida Norte Miguel Arraes de Alencar,Triautos Corretora de Veículos
2017-06-30,1498781991036,-8.107159,-34.890865,"Avenida Engenheiro Domingos Ferreira, 2030 em Boa Viagem",Subaru Caoa - Recife
2017-06-23,1498219372574,-8.037941,-34.956637,Avenida Afonso Olindense,Brascar Veículos Recife
2017-06-23,1498177351934,-8.043512,-34.930558,2A Travessa Onze de Agosto,Stilo Pecas e Servic
2017-06-26,1498485654634,-8.048596,-34.909873,Rua Antônio Viêira,Clinauto
2017-06-20,1497968198464,-8.098198,-34.910482,Avenida Engenheiro Alves de Souza,Autoline Honda
2017-06-14,1496700421692,-8.112117,-34.912529,"Av Mal Mascarenhas de Morais, 3110",KIA Motors
2017-06-13,1497384420208,-8.11143,-34.892901,Avenida Engenheiro Domingos Ferreira,América Veículos Concessionária Ford - Boa Viagem
2017-06-12,1497299272933,-8.084657,-34.887457,"Avenida Engenheiro  Antônio Góes, 869 em Pina",Maxblindage
2017-06-27,1498584273271,-8.112197,-34.928092,Rua Nova Floresta,Equipadora Taurus Som
2017-06-21,1498073217145,-8.098263,-34.936137,Rua Ipojuca,Paraiso das Biciclet
2017-06-20,1498001063560,-8.048319,-34.9063,Rua José Bonifácio,Centro Automotivo Porto Seguro
2017-06-14,1497479849683,-8.054661,-34.897825,Avenida Governador Agamenon Magalhães,Toyolex Veículos
2017-06-30,1498799667243,-8.015156,-34.890218,Avenida Beberibe,Jato Íris Corretora de Veículos
2017-06-12,1497282248941,-8.090335,-34.907864,Rua Doutor Valdir Pessoa,GranVia Ford
2017-06-14,1497466718348,-8.043718,-34.902974,Avenida Rui Barbosa,Toyolex
2017-06-25,1498419277355,-8.119362,-34.912959,Rua Almeida,Shopping do Automóvel de Pernambuco
2017-06-07,1496857618239,-8.124264,-34.901768,Avenida Fernando Simões Barbosa,Boche Car Service
2017-06-23,1498239490189,-8.131789,-34.91817,Rua Desembarque Aeroporto,Pass Garagge
2017-06-29,1498729098972,-8.019921,-34.92643,"Avenida Norte Miguel Arraes Alencar, 6867 em Casa Amarela",Bike e Cia
2017-06-19,1497904988859,-8.059472,-34.890628,Avenida Manoel Borba,Maurício Auto Peças
2017-06-28,1498613172071,-8.02477,-34.909825,"Av Norte, 4994",Morena Bike
2017-06-12,1497281747833,-8.110962,-34.941585,Rua Rio Branco do Sul,Skaly Bus
2017-06-12,1497264372530,-8.043743,-34.903222,Rui Barbosa 1105,Toyolex
2017-06-23,1498213009296,-8.112048,-34.913001,"Av Mal. Mascarenhas de Morais, 3286-3310 - Imbiribeira",Via Norte
2017-06-14,1497431840198,-8.02768,-34.907789,Rua Professor Souto Maior,Marcio José
2017-06-22,1498151514335,-8.13266,-34.918345,Praça Ministro Salgado Filho,Pass Garagge
2017-06-21,1498062340832,-8.06726,-34.909136,Rua Gurupé,Visarte
2017-06-27,1498585236069,-8.047562,-34.907434,"Rua Padre  Anchieta, 459 em Madalena",Oliveira Veículos
2017-06-24,1498227855899,-8.070214,-34.908446,"Estrada Remédios, 1212 em Afogados",Stradão Centro Automotivo
2017-06-28,1498688665403,-8.065895,-34.905344,Rua Mauro Borrione,Pateo - Concessionária Hyundai
2017-06-14,1497450830341,-8.086141,-34.88121,Rua Albacora,J L Bike
2017-06-20,1497974134870,-8.104302,-34.91035,Estrada do Frigorífico,Nino Enfeites Acessórios
2017-06-10,1497105182092,-8.1388,-34.906077,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-11,1497192722222,-8.114444,-34.914037,Rua Jaçanã,Via Norte
2017-06-07,1496857933973,-8.111938,-34.909285,Avenida Sul,Ana K Auto Peças e Serviços
2017-06-22,1498146382437,-8.039863,-34.886587,"Rua Augusto Rodrigues, 20 em Encruzilhada",Torreão Auto Peças
2017-06-16,1497614950168,-8.107753,-34.915355,Rua Jean Emile Favre,Araújo & Mede
2017-06-30,1498838491354,-8.054117,-34.920306,"Rua Gregório Júnior, 330 em Zumbi",Estoque Distribuidora Peças
2017-06-19,1497888733872,-8.039603,-34.891328,Avenida Norte Miguel Arraes de Alencar,América Ford
2017-06-30,1498847794089,-8.081939,-34.961742,Avenida Liberdade,Planalto Peças
2017-06-26,1498476900794,-8.048818,-34.962048,Rua Joaquim Águiar,Paulo Fernando Pereira Carneiro - Várzea
2017-06-07,1496877221079,-8.027687,-34.907628,Rua Professor Souto Maior,Marcio José
2017-06-29,1498716472443,-8.092957,-34.940483,"Avenida Doutor  José Rufino, 2021 em Barro",Gilberto Equipadora
2017-06-20,1497957542149,-8.112151,-34.925981,Loja 1,Sul Peças
2017-06-27,1498539277148,-8.030183,-34.907078,Rua Desembargador Góis Cavalcante,Parnamirim Pneus - Oficina
2017-06-28,1498652281571,-8.116198,-34.903825,Rua Padre Carapuceiro,Júlio Equipadora
2017-06-30,1498852264433,-8.076082,-34.908134,Rua Doutor Adélino,Jorge Auto Service
2017-06-07,1496859648426,-8.094104,-34.888451,Rua Euríco Vitrúvio,V C V Auto Peças
2017-06-30,1498860936382,-8.062248,-34.910116,Avenida Engenheiro Abdias de Carvalho,Concordia Veiculos .
2017-06-26,1498504315907,-8.123109,-34.914155,Avenida Presidente Dutra,Toyolex Veiculos
2017-06-10,1496869548308,-8.119815,-34.903058,Shopping Recife,Detran
2017-06-30,1498839397217,-8.062579,-34.913682,Avenida Engenheiro Abdias de Carvalho,Big Car
2017-06-08,1496932957080,-8.13312,-34.900701,Avenida Boa Viagem,Reparo Veículos
2017-06-17,1497661182531,-8.045537,-34.928208,Rua Sigismundo Gonçalves,"Mecânica Três ""M"""
2017-06-30,1498849239202,-8.043565,-34.933552,Avenida Caxangá,Autoglass
2017-06-29,1498750879741,-8.079842,-34.933178,Rua Icapó,Agenor Corretora de Veículos
2017-06-29,1498595937986,-8.059739,-34.898396,"Rua Viscondessa  Do Livramento, 54 s A em Derby",Recife Motor
2017-06-18,1497816066819,-8.107604,-34.916137,Rua Itaquice,LIV Brasil
2017-06-07,1496839888589,-8.116135,-34.903082,Rua Padre Carapuceiro,Mar Veiculos
2017-06-28,1498615488263,-8.123615,-34.908791,Rua Braulio Cavalcante,Pass Garagge
2017-06-16,1497646881274,-8.02047,-34.918196,Rua Japaratuba,Recon - Pecas
2017-06-08,1496919368236,-8.081939,-34.961751,Avenida Liberdade,Planalto Peças
2017-06-15,1497559646693,-8.045446,-34.928152,Rua Sigismundo Gonçalves,"Mecânica Três ""M"""
2017-06-30,1498866524862,-8.065848,-34.88242,Rua MQ Do Herval 150 Sl 404,Motoparts
2017-06-29,1498751650537,-8.039691,-34.89135,Rua Alfredo de Castro,América Ford
2017-06-13,1497372424605,-8.103099,-34.910959,"Av. Mascarenhas de Moraes, 2156",Fiat Italiana
2017-06-13,1497390063426,-8.093423,-34.92938,Avenida Recife,Romero Veículos
2017-06-17,1497719888754,-8.125214,-34.914705,Rua João Fontes,Alto Friso Com
2017-06-19,1497893784202,-8.043722,-34.903006,Avenida Rui Barbosa,Toyolex
2017-06-12,1497278769967,-8.07286,-34.896327,Rua Ibiporã,Oficina do Ferreira
2017-06-26,1498493412733,-8.04653,-34.929471,Rua Doutor Bido Krause,Regence Veiculos Caxanga-Concessionárias Renault
2017-06-18,1497810480262,-8.041288,-34.884906,Rua Cândido Lacerda,Via Norte Auto Peças
2017-06-19,1497879313308,-8.041799,-34.949907,Rua Abatia,Meira Lins - Concessionária Volkswagen
2017-06-09,1497031654264,-8.039552,-34.891209,Avenida Norte Miguel Arraes de Alencar,América Ford
2017-06-06,1496771787386,-8.106168,-34.889917,Avenida Engenheiro Domingos Ferreira,Meira Lins - Concessionária Volkswagen
2017-06-26,1498473102413,-8.051201,-34.919934,Avenida Caxangá,Cardial Caminhões
2017-06-11,1497178021340,-8.062149,-34.920165,Avenida Engenheiro Abdias de Carvalho,OFICIN ATF
2017-06-12,1497307846768,-8.133204,-34.900766,Rua Doutor Vicente Gomes,Reparo Veículos
2017-06-30,1498846290970,-8.119432,-34.912701,Rua Almeida,Shopping do Automóvel de Pernambuco
2017-06-26,1498493622259,-8.132037,-34.918162,Rua Desembarque Aeroporto,Pass Garagge
2017-06-12,1497107355638,-8.113388,-34.912927,"Avenida Mal Mascarenhas Morais, 3334 em Imbiribeira",Consórcio Nacional Chevrolet
2017-06-16,1497606783401,-8.072435,-34.908888,Rua Cosme Viana,Pedragon
2017-06-13,1497366606027,-8.040011,-34.886738,Rua Natividade Saldanha,Kalhambek Equipadora
2017-06-20,1497611697541,-8.073185,-34.944026,BR-101,Sucata do Galego
2017-06-29,1498740385584,-8.065473,-34.906723,Rua Tabaiares,Pateo - Concessionária Hyundai
2017-06-18,1497745490384,-8.062389,-34.934521,Rua Serafina Carneiro,Paraiba So Macha
2017-06-08,1496961940292,-8.04132,-34.88495,Rua Cândido Lacerda,Via Norte Auto Peças
2017-06-25,1498355325745,-8.041378,-34.936955,Rua São Mateus,Oficina Globo
2017-06-12,1497279727855,-8.084349,-34.887762,"Av. Antonio de Góes, 869",Sael Chrysler
2017-06-22,1498146475981,-8.132213,-34.917923,Rua Desembarque Aeroporto,Pass Garagge
2017-06-10,1497054959643,-8.066782,-34.908102,"Rua Felipe Moura, 1",Auto Line Veiculos
2017-06-27,1498550525674,-8.132295,-34.918388,Rua Desembarque Aeroporto,Pass Garagge
2017-06-13,1497391375037,-8.044947,-34.880176,Avenida Norte Miguel Arraes de Alencar,Adelmo Auto Serviços
2017-06-11,1497128567919,-8.032526,-34.91017,"Praça Dr. Lula Cabral de Melo, 68",Veloso Automóveis - Parnamirim
2017-06-19,1497891355733,-8.125189,-34.901552,Rua Professor João Medeiros,TMF Centro Automotivo
2017-06-16,1497615010831,-8.062631,-34.913891,Avenida Engenheiro Abdias de Carvalho,Granvia Ford
2017-06-19,1497876676639,-8.059811,-34.898396,"Rua Do Livramento, 40 em Santo Antônio",Recife Motor
2017-06-12,1497227044388,-8.041528,-34.885693,Avenida Norte Miguel Arraes de Alencar,Mega Mix
2017-06-16,1497625152547,-8.123679,-34.905269,Rua Tenente Domingos de Brito,Vivicav Peças e Serviços Pará
2017-06-19,1497897079159,-8.064906,-34.930086,Estacionamento Chesf,Rede Max
2017-06-19,1497901108720,-8.039485,-34.909825,Carrefour,Via Total Centro Técnico Automotivo
2017-06-23,1498201637346,-8.06655,-34.881099,Rua da Palma,Tio Tonho Serviços e Auto Peças
2017-06-28,1498678843585,-8.100294,-34.916282,Rua Marselha,Via Norte
2017-06-28,1498672701137,-8.054546,-34.908608,Rua Real da Torre,Marcos Equipadora
2017-06-29,1498772201544,-8.057278,-34.904062,Rua Arlíndo Gouvêia,Oliveira Veículos
2017-06-20,1497994918479,-8.068432,-34.907954,Rua Tinhorao,Oficina do Ferreira
2017-06-15,1497537069885,-8.109323,-34.909615,Avenida General Mac Arthur,Autofix
2017-06-30,1498823168461,-8.155756,-34.913089,Rua Hermínio Alves de Queirós,Paulo Peças 
2017-06-10,1497104785277,-8.086037,-34.888016,Avenida Herculano Bandeira,Recife Motor
2017-06-27,1498569366652,-8.098424,-34.885489,"Av Conselheiro Aguiar, ~1087",Servi-Shopping Veículos
2017-06-08,1496937282094,-8.078183,-34.907025,"Estrada dos Remédios, 243 em Madalena",Pb Automóveis Multimarcas
2017-06-11,1497146751011,-8.135617,-34.913875,Avenida Vinte de Janeiro,Flex Aluguel de Veiculos
2017-06-19,1497890816158,-8.043722,-34.903006,Rui Barbosa 1105,Toyolex
2017-06-20,1497917877822,-8.138737,-34.905893,Rua Izabel Magalhães,Recife Troca Lubrificantes
2017-06-27,1498525585929,-8.043707,-34.90766,Rua José Bonifácio,Recife Honda
2017-06-29,1498734734803,-8.03963,-34.891307,Rua Alfredo de Castro,América Ford
2017-06-08,1496923305605,-8.107859,-34.911517,Avenida Marechal Mascarenhas de Morais,Troller
2017-06-17,1497716187949,-8.114559,-34.913972,Rua Jaçanã,Via Norte
2017-06-29,1498755293608,-8.046685,-34.906712,Rua José Bonifácio,VK Distribuidora de Peças e Acessórios
2017-06-09,1497015972175,-8.030603,-34.941477,Rua Cuité,Modificar Veículos Especiais
2017-06-26,1498521440817,-8.051273,-34.911495,Rua Monsenhor Silva,Oficina em Recife 
2017-06-05,1496702123368,-8.045867,-34.909481,Rua Real da Torre,Real Jato
2017-06-12,1497181304270,-8.023387,-34.918647,"Rua José Bonifácio, 506",Moto Pecas Norte
2017-06-26,1498470810060,-8.131653,-34.918302,Rua Desembarque Aeroporto,Pass Garagge
2017-06-30,1498826296024,-8.037307,-34.945871,"Rua General Polidoro, 35 Lj. B em VÁRZEA",Italiana
2017-06-18,1497809539209,-8.022237,-34.895422,Rua Raul Pompéia,Beltrao Localizacao e Remocao de Veiculos
2017-06-27,1498570155434,-8.026859,-34.917464,Rua Doná Ana Xavier,Pedragon - Casa Amarela
2017-06-25,1498400311391,-8.019928,-34.888531,Rua do Machado,Imperio dos Volantes
2017-06-09,1497044358144,-8.06579,-34.88259,Rua Floriano Peixoto,Motoparts
2017-06-30,1498824267361,-8.05697,-34.917896,Rua Gomes Taborda,Bateria de Carro - Torre 
2017-06-07,1496864303443,-8.039273,-34.935792,Avenida Marechal Cordeiro de Farias,Ng Car Mecanica
2017-06-18,1497827041810,-8.126867,-34.913961,Rua Nestor Moreira,Import Service
2017-06-16,1497642676790,-8.124675,-34.915685,Rua Arcelina de Oliveira,Aldo Lanternas e Faróis
2017-06-17,1497716137661,-8.068763,-34.906581,Rua São Lucas,Auto Line Veiculos
2017-06-14,1497355706808,-8.046091,-34.890272,"Avenida Governador  Agamenon Magalhães, 2615 Sl 1107 em Boa Vista",Via Norte Auto Peças
2017-06-07,1496777106720,-8.103935,-34.910989,"Avenida Marechal  Mascarenhas Morais, 1967 em Imbiribeira",Peugeot - Rivoli Imbiribeira
2017-06-24,1498276096385,-8.053382,-34.906378,"Rua José Osório, 205 em Madalena","Cavalcanti, Ricardo A - Madalena"
2017-06-26,1498502507462,-8.094047,-34.909825,Rua General Góes Monteiro,Palácio das Baterias
2017-06-30,1498780957044,-8.050874,-34.895853,Rua Doutor Bandeira Filho,Paulo Peças 
2017-06-28,1498623888438,-8.057404,-34.913797,Rua Ulisses Pernambucano,Paulo Veículos
2017-06-11,1497201742895,-8.046165,-34.897167,Avenida Conselheiro Rosa e Silva,Autobox
2017-06-16,1497608812952,-8.062248,-34.910116,"Av Eng Abdias Carvalho, 1079",Caoa Veículos
2017-06-30,1498323969480,-8.10903,-34.893806,"Rua Severiano Lins, 341 em Boa Viagem",Mar Veiculos
2017-06-25,1498430478715,-8.06031,-34.906378,Rua Comendador Bento Águiar,Oliveira Veículos
2017-06-14,1497464291573,-8.059597,-34.897723,Avenida Governador Agamenon Magalhães,Recife Motor
2017-06-07,1496854428732,-8.038923,-34.935684,Rua Geraldo Gonçalves Pereira,Ng Car Mecanica
2017-06-20,1497957824759,-8.082623,-34.906465,Rua Motocolombó,Ac Veículos
2017-06-10,1497048684230,-8.04425,-34.931872,"Avenida Caxangá, 2900 em Cordeiro",Jbs Veiculos
2017-06-19,1497838757830,-8.030396,-34.926531,Rua Jorge de Albuquerque,Ng Car 
2017-06-29,1498741511371,-8.045531,-34.930849,"Av Caxangá, 2615",Rodrigues Veículos
2017-06-21,1498062353703,-8.110469,-34.91045,Rua Joaquim Bandeira,Rota Premium Imbiribeira
2017-06-30,1498850501212,-8.040243,-34.908511,Rua José Bonifácio,LIV Brasil
2017-06-27,1498589635373,-8.132572,-34.918324,Rua Desembarque Aeroporto,Pass Garagge
2017-06-17,1497709361322,-8.061894,-34.919821,Avenida Engenheiro Abdias de Carvalho,L & L Parabrisas
2017-06-12,1497227361936,-8.053699,-34.945084,Rua Antônio da Silva,Oficina de Junior
2017-06-15,1497559317330,-8.114873,-34.90362,"Rua Antônio Falcão, 503",Borracharia Irmão Francisco
2017-06-16,1497637257448,-8.144411,-34.91492,Avenida Marechal Juarez Távora,Rio Auto Peças e Serviços
2017-06-21,1497040948583,-8.091251,-34.908974,Acesso para Av Pinheiros,JAC Motors
